"Geographic","Habitat","Type_interaction","Metabolic_consumer","Metabolic_resource","K_consumer","P_consumer","C_consumer","O_consumer","K_resource","P_resource","C_resource","O_resource","Mass_consumer","Mass_resource"
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Arachnida","Araneae","Animalia","Chordata","Aves","Passeriformes",13,0.00231
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Arachnida","Araneae","Animalia","Chordata","Aves","Passeriformes",13,0.00233
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Malacostraca","Isopoda","Animalia","Chordata","Aves","Passeriformes",13,0.0024
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Insecta","Hemiptera","Animalia","Chordata","Aves","Passeriformes",13,0.0024
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Arachnida","Araneae","Animalia","Chordata","Aves","Passeriformes",13,0.00249
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Arachnida","Araneae","Animalia","Chordata","Aves","Passeriformes",13,0.00256
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Insecta","Hemiptera","Animalia","Chordata","Aves","Passeriformes",13,0.0026
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Arachnida","Araneae","Animalia","Chordata","Aves","Passeriformes",13,0.00264
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Insecta","Coleoptera","Animalia","Chordata","Aves","Passeriformes",13,0.00265
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Arachnida","Araneae","Animalia","Chordata","Aves","Passeriformes",13,0.00268
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Arachnida","Araneae","Animalia","Chordata","Aves","Passeriformes",13,0.00288
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Insecta","Trichoptera","Animalia","Chordata","Aves","Passeriformes",13,0.0029
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Plantae","Tracheophyta","Magnoliopsida","Fabales","Animalia","Chordata","Aves","Passeriformes",13,0.0031
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Insecta","Hymenoptera","Animalia","Chordata","Aves","Passeriformes",13,0.0031
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Insecta","Hemiptera","Animalia","Chordata","Aves","Passeriformes",13,0.0032
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Mollusca","Gastropoda","Stylommatophora","Animalia","Chordata","Aves","Passeriformes",13,0.0032
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Arachnida","Araneae","Animalia","Chordata","Aves","Passeriformes",13,0.00336
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Insecta","Coleoptera","Animalia","Chordata","Aves","Passeriformes",13,0.0034
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Arachnida","Araneae","Animalia","Chordata","Aves","Passeriformes",13,0.00346
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Insecta","Coleoptera","Animalia","Chordata","Aves","Passeriformes",13,0.0035
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Malacostraca","Isopoda","Animalia","Chordata","Aves","Passeriformes",13,0.00359
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Mollusca","Gastropoda","Stylommatophora","Animalia","Chordata","Aves","Passeriformes",13,0.00359
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Arachnida","Araneae","Animalia","Chordata","Aves","Passeriformes",13,0.00372
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Arachnida","Araneae","Animalia","Chordata","Aves","Passeriformes",13,0.00405
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Malacostraca","Isopoda","Animalia","Chordata","Aves","Passeriformes",13,0.0041
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Arachnida","Araneae","Animalia","Chordata","Aves","Passeriformes",13,0.00418
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Insecta","Orthoptera","Animalia","Chordata","Aves","Passeriformes",13,0.00418
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Insecta","Coleoptera","Animalia","Chordata","Aves","Passeriformes",13,0.00427
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Malacostraca","Isopoda","Animalia","Chordata","Aves","Passeriformes",13,0.0043
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Arachnida","Araneae","Animalia","Chordata","Aves","Passeriformes",13,0.00433
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Arachnida","Araneae","Animalia","Chordata","Aves","Passeriformes",13,0.00433
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Mollusca","Gastropoda","Stylommatophora","Animalia","Chordata","Aves","Passeriformes",13,0.00435
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Malacostraca","Isopoda","Animalia","Chordata","Aves","Passeriformes",13,0.00436
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Arachnida","Araneae","Animalia","Chordata","Aves","Passeriformes",13,0.00452
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Insecta","Orthoptera","Animalia","Chordata","Aves","Passeriformes",13,0.0046
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Insecta","Coleoptera","Animalia","Chordata","Aves","Passeriformes",13,0.00461
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Mollusca","Gastropoda","Stylommatophora","Animalia","Chordata","Aves","Passeriformes",13,0.00477
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Arachnida","Araneae","Animalia","Chordata","Aves","Passeriformes",13,0.00483
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Arachnida","Araneae","Animalia","Chordata","Aves","Passeriformes",13,0.00485
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Insecta","Orthoptera","Animalia","Chordata","Aves","Passeriformes",13,0.00489
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Insecta","Coleoptera","Animalia","Chordata","Aves","Passeriformes",13,0.005
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Arachnida","Araneae","Animalia","Chordata","Aves","Passeriformes",13,0.005
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Insecta","Coleoptera","Animalia","Chordata","Aves","Passeriformes",13,0.0051
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Arachnida","Araneae","Animalia","Chordata","Aves","Passeriformes",13,0.00529
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Arachnida","Araneae","Animalia","Chordata","Aves","Passeriformes",13,0.0053
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Malacostraca","Isopoda","Animalia","Chordata","Aves","Passeriformes",13,0.00553
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Insecta","Coleoptera","Animalia","Chordata","Aves","Passeriformes",13,0.0057
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Insecta","Coleoptera","Animalia","Chordata","Aves","Passeriformes",13,0.00577
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Insecta","Orthoptera","Animalia","Chordata","Aves","Passeriformes",13,0.0058
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Insecta","Hymenoptera","Animalia","Chordata","Aves","Passeriformes",13,0.00598
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Arachnida","Araneae","Animalia","Chordata","Aves","Passeriformes",13,0.006
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Insecta","Odonata","Animalia","Chordata","Aves","Passeriformes",13,0.00613
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Mollusca","Gastropoda","Stylommatophora","Animalia","Chordata","Aves","Passeriformes",13,0.0064
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Insecta","Hymenoptera","Animalia","Chordata","Aves","Passeriformes",13,0.00649
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Insecta","Odonata","Animalia","Chordata","Aves","Passeriformes",13,0.00659
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Insecta","Odonata","Animalia","Chordata","Aves","Passeriformes",13,0.0066
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Insecta","Odonata","Animalia","Chordata","Aves","Passeriformes",13,0.0067
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Arachnida","Araneae","Animalia","Chordata","Aves","Passeriformes",13,0.00678
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Insecta","Trichoptera","Animalia","Chordata","Aves","Passeriformes",13,0.007
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Insecta","Orthoptera","Animalia","Chordata","Aves","Passeriformes",13,0.00704
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Malacostraca","Isopoda","Animalia","Chordata","Aves","Passeriformes",13,0.00748
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Malacostraca","Isopoda","Animalia","Chordata","Aves","Passeriformes",13,0.0076
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Arachnida","Araneae","Animalia","Chordata","Aves","Passeriformes",13,0.00768
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Insecta","Orthoptera","Animalia","Chordata","Aves","Passeriformes",13,0.00783
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Insecta","Odonata","Animalia","Chordata","Aves","Passeriformes",13,0.0081
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Arachnida","Araneae","Animalia","Chordata","Aves","Passeriformes",13,0.0085
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Insecta","Orthoptera","Animalia","Chordata","Aves","Passeriformes",13,0.00852
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Arachnida","Araneae","Animalia","Chordata","Aves","Passeriformes",13,0.0086
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Arachnida","Araneae","Animalia","Chordata","Aves","Passeriformes",13,0.00877
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Arachnida","Araneae","Animalia","Chordata","Aves","Passeriformes",13,0.00877
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Insecta","Odonata","Animalia","Chordata","Aves","Passeriformes",13,0.00885
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Insecta","Coleoptera","Animalia","Chordata","Aves","Passeriformes",13,0.00888
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Mollusca","Gastropoda","Basommatophora","Animalia","Chordata","Aves","Passeriformes",13,0.0089
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Arachnida","Araneae","Animalia","Chordata","Aves","Passeriformes",13,0.0089
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Insecta","Diptera","Animalia","Chordata","Aves","Passeriformes",13,0.009
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Insecta","Coleoptera","Animalia","Chordata","Aves","Passeriformes",13,0.00925
